name,address,neighborhood,borough,venue_type,cuisine,deal_details,deal_type,fan_countries,website,nyctourism_page,watchworldcup_url,sources
Fritz Cocktail Bar,"737 Fulton Street, Brooklyn, New York, 11217",Fort Greene,Brooklyn,Restaurants,Bars/Cocktails,"Our signature Fritz Martini + soft German pretzel ($30 value) for $26, plus a limited edition cup while supplies last.",Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/fbws-fritz-cocktail-bar,,fbws
Mito - Fort Greene,"Location Mito - Fort Greene  280 Ashland Pl., New York, NY, 11217  Get Directions",Fort Greene,Brooklyn,Restaurants,Japanese / Sushi,Spend $75 or more when you dine in and receive a complimentary limited-edition cup.,Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-mito---fort-greene,,fbws
Parklife,"636 Degraw St., Brooklyn, NY, 11217",Gowanus,Brooklyn,Restaurants,Mexican,Receive a limited-edition World Cup commemorative cup with eligible purchase.,Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/fbws-parklife,,fbws
Powerhouse Arts,"322 3rd Ave., Brooklyn, NY, 11215",Gowanus,Brooklyn,Restaurants,Bars/Cocktails,Receive a limited-edition World Cup commemorative cup with eligible purchase.,Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-turbine-cafe-at-powerhouse-arts,,fbws
Wild East Brewing Co.,"New York, NY",Gowanus,Brooklyn,Restaurants,Local Beer/Wine/Spirits Only,Receive a limited-edition World Cup commemorative cup with eligible purchase.,Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-wild-east-brewing-co,,fbws
El Castillo Tienda Mexicana y Jugos Naturales,"New York, NY",Gravesend,Brooklyn,Restaurants,Mexican,"Receive a limited edition cup with the purchase of a large, fresh specialty juice or smoothie.",Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-el-castillo-tienda-mexicana-y-jugos-naturales-wc,,fbws
BLND Coffee Studio,"141 India St., Brooklyn, NY 11222",Greenpoint,Brooklyn,Restaurants,Asian Fusion,Receive a commemorative cup at this Brooklyn coffee shop with eligible purchases during World Cup 2026.,Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-blnd-coffee-studio,,fbws
Dar525 - Greenpoint,"New York, NY",Greenpoint,Brooklyn,Restaurants,,Get a choice of a cold or hot mezze with two Michelob ultra beers for $26.,Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/fbws-dar525-greenpoint,,fbws
Karczma,,Greenpoint,Brooklyn,Restaurant,,,,,,,https://watchworldcup.nyc/venues/karczma,wwc
Kru,"190 N. 14th St., Brooklyn, NY, 11249",Greenpoint,Brooklyn,Restaurants,Thai,Enjoy special $26 meal deals during the World Cup at this Thai restaurant in Brooklyn.,Limited Edition Cup; $26 Offers,,https://www.krubrooklyn.com,https://www.nyctourism.com/offers/fbws-kru,,fbws
Pyza,,Greenpoint,Brooklyn,Restaurant,,,,,,,https://watchworldcup.nyc/venues/pyza,wwc
Raizes Churrascaria,,Greenpoint,Brooklyn,Restaurant,,,,Portugal,,,https://watchworldcup.nyc/venues/raizes-churrascaria,wwc
Retro Polish Restaurant,,Greenpoint,Brooklyn,Restaurant,,,,,,,https://watchworldcup.nyc/venues/retro-polish-restaurant,wwc
Socceria,,Greenpoint,Brooklyn,Bar,,,,,,,https://watchworldcup.nyc/venues/socceria,wwc
Zum Schneider World Cup Pop-Up,,Greenpoint,Brooklyn,Pop-Up,,,,Germany,,,https://watchworldcup.nyc/venues/zum-schneider-world-cup-pop-up,wwc
Block Hill Station,"New York, NY",Greenwood,Brooklyn,Restaurants,Bars/Cocktails,This Brooklyn bar is offering $26 pitchers of beer during the World Cup.,Limited Edition Cup; $26 Offers,,https://blockhillstation.com,https://www.nyctourism.com/offers/fbws-block-hill-station,,fbws
Don Burrito,"New York, NY",Midwood,Brooklyn,Restaurants,Mexican,Enjoy $26 food-and-beer deals at this Mexican restaurant during World Cup 2026.,Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/fbws-don-burrito-restaurant,,fbws
Taci's Beyti,,Midwood,Brooklyn,Restaurant,,,,Turkiye,,,https://watchworldcup.nyc/venues/tacis-beyti,wwc
Wedding,"New York, NY",Mill Basin,Brooklyn,Restaurants,Middle Eastern,Receive a limited-edition commemorative souvenir cup.,Limited Edition Cup,,,https://www.nyctourism.com/offers/world-cup-cuisine-form-travelnetwork,,fbws
Seafood Urway,"New York, NY",New Lots,Brooklyn,Restaurants,,Offering select $26 meal specials during the World Cup.  Ask store directly for more details.,$26 Offers,,,https://www.nyctourism.com/offers/fbws-seafood-urway,,fbws
4th Avenue Pub,,Park Slope,Brooklyn,Bar,,,,England,,,https://watchworldcup.nyc/venues/4th-avenue-pub,wwc
Black Horse Pub,,Park Slope,Brooklyn,Bar,,,,England; United States; Scotland,,,https://watchworldcup.nyc/venues/black-horse-pub,wwc
Black Oak on Fifth,"New York, NY",Park Slope,Brooklyn,Restaurants,Italian,"Get spritzes and an appetizer for $26, and receive a limited-edition commemorative souvenir cup.",Limited Edition Cup; $26 Offers,,https://blackoakonfifth.com,https://www.nyctourism.com/offers/fbws-black-oak-on-fifth,,fbws
Bogota Latin Bistro,,Park Slope,Brooklyn,Restaurant,,,,Colombia,,,https://watchworldcup.nyc/venues/bogota-latin-bistro,wwc
Brooklyn Burgers & Beer,"259 5th Ave., Brooklyn, NY 11215",Park Slope,Brooklyn,Restaurants,Burgers,Get a free commemorative cup with eligible purchases at this beer and burger bar.,Limited Edition Cup,,https://www.brooklynburgersandbeer.com,https://www.nyctourism.com/offers/fbws-brooklyn-burgers-and-beer,,fbws
Chela Park Slope,"408 5th Ave., Brooklyn, NY 11215",Park Slope,Brooklyn,Restaurants,Mexican,Head to this Mexican restaurant in Brooklyn for $26 meal and drink deals during World Cup 2026.,Limited Edition Cup; $26 Offers,,https://www.chelaparkslope.com,https://www.nyctourism.com/offers/fbws-chela-park-slope,,fbws
Cherry Tree,,Park Slope,Brooklyn,Bar,,,,United States; England,,,https://watchworldcup.nyc/venues/cherry-tree,wwc
Electric Beets,"Location Electric Beets  158 7th Ave, Suite B, Brooklyn, New York, 11215  Get Directions",Park Slope,Brooklyn,Restaurants,Vegan,"Ask for ""The ’26 Cup Combo"" in-store to get 2 wraps and 2 fresh baked goods for $26 - and the chance to get a limited-edition cup!",Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/world-cup-cuisine-form-electric-beets,,fbws
Flavored Flames Restaurant and Bakery,"New York, NY",Park Slope,Brooklyn,Restaurants,Jamaican,This Jamaican restaurant is offering $26 meal deals throughout World Cup 2026.,Limited Edition Cup; $26 Offers,,https://flavoredflamesny.com,https://www.nyctourism.com/offers/fbws-flavored-flames-restaurant-and-bakery,,fbws
Fonda - Park Slope,"New York, NY",Park Slope,Brooklyn,Restaurants,Mexican,This Park Slope Mexican restaurant is offering $26 meal deals for World Cup 2026.,Limited Edition Cup; $26 Offers,,https://fondarestaurant.com,https://www.nyctourism.com/offers/fbws-fonda-park-slope,,fbws
Harlem Shake - Brooklyn,"119 5th Ave., Brooklyn, NY, 11217",Park Slope,Brooklyn,Restaurants,,Harlem Shake has two tasty combos for $26. Order a lager with your combo and receive a collectible souvenir cup!,Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/FBWS-harlem-shake,,fbws
La Cubana,,Park Slope,Brooklyn,Restaurant,,,,Mexico,,,https://watchworldcup.nyc/venues/la-cubana,wwc
La Villa Pizzeria - Park Slope,"New York, NY",Park Slope,Brooklyn,Restaurants,Pizza,Pizza specials and country-themed cocktails are on offer at this Brooklyn pizzeria for World Cup 2026.,Limited Edition Cup; $26 Offers,,https://lavillapizza.com,https://www.nyctourism.com/offers/fbws-la-villa-pizzeria-park-slope,,fbws
Logan’s Run,"New York, NY",Park Slope,Brooklyn,Restaurants,American (Traditional),$26 Logan’s Jumbo wings paired with beer,Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/FBWS-logans-run,,fbws
Mezquila bar & restaurant,"New York, NY",Park Slope,Brooklyn,Restaurants,Mexican,"Enjoy 2 tacos árabes made with tender steak and fresh vegetables, served with our signature house margaritas.",$26 Offers,,,https://www.nyctourism.com/offers/fbws-mezquila-bar-restaurant,,fbws
Mission Dolores Bar,,Park Slope,Brooklyn,Bar,,,,United States; England,,,https://watchworldcup.nyc/venues/mission-dolores-bar,wwc
Nitehawk Cinema Prospect Park,"188 Prospect Park West, Brooklyn, NY, United States, 11215",Park Slope,Brooklyn,Restaurants,American (Traditional),Take home a commemorative cup in honor of World Cup 2026 with eligible beer purchases at this dine-in cinema.,Limited Edition Cup,,https://nitehawkcinema.com/prospectpark,https://www.nyctourism.com/offers/fbws-nitehawk-cinema-prospect-park,,fbws
Nuevo Mexico Restaurant,"489 5th Avenue, New York city, NY, 11215",Park Slope,Brooklyn,Restaurants,Mexican,"Get a deal of nachos and two beers for $26. On Mexico game days, you'll also get free shots if Mexico scores. There are happy hour deals as well, including three tacos and a margarita for $18 on Thursdays.",$26 Offers,,https://www.nuevomexicobk.com,https://www.nyctourism.com/offers/FBWS-nuevo-mexico-inc,,fbws
Paddy's of Park Slope,,Park Slope,Brooklyn,Bar,,,,England,,,https://watchworldcup.nyc/venues/paddys-of-park-slope,wwc
Pasta Louise,"1114 8th Ave., Brooklyn, NY, 11215",Park Slope,Brooklyn,Restaurants,Italian,Get a mezcal negroni and a cacio e pepe with crispy prosciutto for $26 for the World Cup.,Limited Edition Cup; $26 Offers,,https://www.pastalouise.com,https://www.nyctourism.com/offers/fbws-pasta-louise,,fbws
Sotto Voce,"New York, NY",Park Slope,Brooklyn,Restaurants,Italian,Enjoy a prix fixe lunch menu at this Italian restaurant during World Cup 2026.,Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/fbws-sotto-voce-restaurant,,fbws
South Slope Restaurant & Bar,"New York, NY",Park Slope,Brooklyn,Restaurants,American (Traditional),"Offering three combos (burger, fries, and beer; chicken wings & fries with beer; or burrito with margarita) for $26 each.",Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/FBWS-south-slope-restaurant-bar,,fbws
The Dram Shop,,Park Slope,Brooklyn,Bar,,,,,,,https://watchworldcup.nyc/venues/the-dram-shop,wwc
The Dram Shop Bar,"339 9th St., Brooklyn, NY, 11215",Park Slope,Brooklyn,Restaurants,American (Traditional),"For $26, get any drink and any sandwich (with side) or main salad and a collectible cup (while supplies last).",Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/FBWS-the-dram-shop-bar,,fbws
The Gate,,Park Slope,Brooklyn,Bar,,,,,,,https://watchworldcup.nyc/venues/the-gate,wwc
The Monro Pub,,Park Slope,Brooklyn,Bar,,,,England; Scotland; United States,,,https://watchworldcup.nyc/venues/the-monro-pub,wwc
Wild Park Slope,"New York, NY",Park Slope,Brooklyn,Restaurants,Italian,Score $26 meal deals for the World Cup at this gluten-free Italian restaurant.,Limited Edition Cup; $26 Offers,,http://eatdrinkwildbk.com,https://www.nyctourism.com/offers/fbws-wild-park-slope,,fbws
Doughnut Plant - Prospect Heights,"New York, NY",Prospect Heights,Brooklyn,Restaurants,American (Traditional),"Sample a ""Stack & Sip"" drink and doughnut combo at this iconic New York doughnut shop during World Cup 2026.",Limited Edition Cup; $26 Offers,,https://www.doughnutplant.com,https://www.nyctourism.com/offers/fbws-doughnut-plant-prospect-heights,,fbws
Morgan's Brooklyn Barbecue,"267 Flatbush Ave., Brooklyn, NY, 11217",Prospect Heights,Brooklyn,Restaurants,Barbecue,"For $26, get a half dozen smoked chicken wings with a Texas Two Step drink, and receive a limited-edition commemorative souvenir cup.",Limited Edition Cup; $26 Offers,,https://morgansbrooklynbarbecue.com,https://www.nyctourism.com/offers/fbws-morgans-brooklyn-barbecue,,fbws
Sofreh,,Prospect Heights,Brooklyn,Restaurant,,,,Iran,,,https://watchworldcup.nyc/venues/sofreh,wwc
Allan's Bakery,,Prospect Lefferts Gardens,Brooklyn,Restaurant,,,,,,,https://watchworldcup.nyc/venues/allans-bakery,wwc
Antojitos del Patrón,"52 Lincoln Rd., Brooklyn, NY 11225",Prospect Lefferts Gardens,Brooklyn,Restaurants,Mexican,Grab a special $26 meal deal during the World Cup at this Mexican restaurant in Brooklyn.,$26 Offers,,https://antojitosdelpatronmexican.com,https://www.nyctourism.com/offers/fbws-antojitos-del-patron,,fbws
Ix restaurant,"43 Lincoln Rd., Brooklyn, NY 11225",Prospect Lefferts Gardens,Brooklyn,Restaurants,Latin American,Enjoy a $26 meal deal at this Guatemalan restaurant throughout World Cup 2026.,$26 Offers,,https://ixrestaurant.com,https://www.nyctourism.com/offers/fbws-ix-restaurant,,fbws
Marketbarbk,"1207 Nostrand Ave, Brooklyn, NY, 11225",Prospect Lefferts Gardens,Brooklyn,Restaurants,,Join us for Happy Hour and get a free Collectible Souvenir Cup with a qualifying purchase.,Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-marketbarbk,,fbws
Taquería El Patrón Mexican Grill,"51 Lincoln Rd., Brooklyn, NY 11225",Prospect Lefferts Gardens,Brooklyn,Restaurants,Mexican,Enjoy three tacos and a beer for $26 throughout World Cup 2026 at this Mexican restaurant.,Limited Edition Cup; $26 Offers,,https://elpatronorders.com,https://www.nyctourism.com/offers/fbws-taqueria-el-patron-mexican-grill,,fbws
Red Hook Lobster Pound,"284 Van Brunt St., New York, NY, 11231",Red Hook,Brooklyn,Restaurants,Seafood; Burgers; American (New),"Enjoy a cool drink with a chicken sandwich or burger for $26, and receive a souvenir cup with purchase of beer specials during games.",Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/fbws-red-hook-lobster-pound,,fbws
Shipwrecked,"621 Court St., 2nd FL, New York, NY, 11231",Red Hook,Brooklyn,Restaurants,Pizza,"Enjoy a large cheese pizza, 2 slushies, 40 arcade credits, and 2 QBIX games, all for $26!",Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/fbws-shipwrecked,,fbws
Shipwrecked,"621 Court St. 2nd FL, New York, NY, 11231",Red Hook,Brooklyn,Restaurants,Pizza,"For $26, enjoy a large cheese pizza, two slushies, a 40-credit arcade card and two games of QBIX.",$26 Offers,,,https://www.nyctourism.com/offers/fbws-shipwrecked-brooklyn-llc,,fbws
Strong Rope Brewery - Red Hook,"185 Van Dyke Street, Brooklyn, NY, 11231",Red Hook,Brooklyn,Restaurants,Bars/Cocktails,Receive a limited-edition cup with a New York-made beer of your choice from this Brooklyn-based taproom.,Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-strong-rope-brewery,,fbws
Opera Cafe & Lounge,,Sheepshead Bay,Brooklyn,Restaurant,,,,Turkiye,,,https://watchworldcup.nyc/venues/opera-cafe-lounge,wwc
Mikhuy Peruvian Restaurant,"586 5th Ave., Brooklyn, NY 11215",South Slope,Brooklyn,Restaurants,Peruvian,Celebrate the World Cup at this Peruvian restaurant with $26 meal deals and free commemorative cups.,Limited Edition Cup; $26 Offers,,https://mikhuy.online,https://www.nyctourism.com/offers/fbws-mikhuy-peruvian-restaurant,,fbws
Molkajete Restaurant & Bar,"782 4th Ave., Brooklyn, NY 11232",South Slope,Brooklyn,Restaurants,Mexican,This Latin American restaurant is offering a variety of $26 meal and drink deals for World Cup 2026.,Limited Edition Cup; $26 Offers,,https://molkajetebrooklyn.com,https://www.nyctourism.com/offers/fbws-molkajete-restaurant-bar-wc,,fbws
Sea Witch,,South Slope,Brooklyn,Bar,,,,United States,,,https://watchworldcup.nyc/venues/sea-witch,wwc
Endless Life Brewing,"52 34th St, Brooklyn, NY, 11232",Sunset Park,Brooklyn,Nightlife,,Receive a limited-edition commemorative souvenir cup with a qualifying purchase.,Limited Edition Cup,,https://www.endlesslifebrewing.com,https://www.nyctourism.com/offers/fbws-endless-life-brewing,,fbws
Gun Hill Publick House,"52 34th St., Brooklyn, New York, 11232",Sunset Park,Brooklyn,Sports,,Watch every game of the World Cup at Gun Hill Publick House and receive a limited-edition commemorative souvenir cup.,Limited Edition Cup,,https://www.gunhillpublickhouse.com,https://www.nyctourism.com/offers/fbws-gun-hill-brewing,,fbws
Judy's,"4022 5th Ave., Brooklyn, NY 11232",Sunset Park,Brooklyn,Restaurants,,Get a free limited-edition cup with eligible purchases at Judy's bar during the World Cup.,Limited Edition Cup,,https://www.judysbk.com,https://www.nyctourism.com/offers/fbws-judys,,fbws
La Flor De Izucar Cafe,"New York, NY",Sunset Park,Brooklyn,Restaurants,Mexican,"With the purchase of a meal of $30, receive a limited-edition commemorative souvenir cup.",Limited Edition Cup,,https://flordeizucar.com,https://www.nyctourism.com/offers/fbws-la-flor-de-izucar-cafe,,fbws
Los Tres Potrillos,,Sunset Park,Brooklyn,Bar,,,,Mexico,,,https://watchworldcup.nyc/venues/los-tres-potrillos,wwc
Soccer Tavern,,Sunset Park,Brooklyn,Bar,,,,,,,https://watchworldcup.nyc/venues/soccer-tavern,wwc
Tacombi Sunset Park,,Sunset Park,Brooklyn,Restaurant,,,,Mexico,,,https://watchworldcup.nyc/venues/tacombi-sunset-park,wwc
Tacos El Bronco,,Sunset Park,Brooklyn,Restaurant,,,,Mexico,,,https://watchworldcup.nyc/venues/tacos-el-bronco,wwc
Tacos Matamoros,,Sunset Park,Brooklyn,Restaurant,,,,Mexico,,,https://watchworldcup.nyc/venues/tacos-matamoros,wwc
Baci & Abbracci,"204 Grand St., Brooklyn, NY, 11211",Williamsburg,Brooklyn,Restaurants,Italian,Baci & Abbracci offers a pizza and a spritz for $26.,Limited Edition Cup; $26 Offers,,https://www.baciny.com,https://www.nyctourism.com/offers/fbws-baci-and-abbracci,,fbws
Banter Bar,,Williamsburg,Brooklyn,Bar,,,,Australia; England; New Zealand,,,https://watchworldcup.nyc/venues/banter-bar,wwc
Barano,"26 Broadway, Brooklyn, NY, 11249",Williamsburg,Brooklyn,Restaurants,Italian,"During Aperitivo World Cup Hour, enjoy $26 menu items and receive a free commemorative cup with eligible purchases.",Limited Edition Cup; $26 Offers,,https://www.baranobk.com,https://www.nyctourism.com/offers/fbws-barano,,fbws
Barcade Brooklyn,"388 Union Ave, Brooklyn, NY, 11211",Williamsburg,Brooklyn,Restaurants,American (Traditional),"For $26, get any two drinks up to $10 each, any snack up to $5, and $2 in tokens, and take home a limited-edition commemorative souvenir cup.",Limited Edition Cup; $26 Offers,,https://barcade.com/location/brooklyn,https://www.nyctourism.com/offers/fbws-barcade-brooklyn,,fbws
Beco,,Williamsburg,Brooklyn,Bar,,,,Brazil,,,https://watchworldcup.nyc/venues/beco,wwc
Berry Park,,Williamsburg,Brooklyn,Bar,,,,Germany; England; United States,,,https://watchworldcup.nyc/venues/berry-park,wwc
